,Unnamed: 0,User,User_statuses_count,user_followers,fav_count,User_location,Tweets,scores,compound,sentiment_type
1237,1237,Someone,2348,44,0,,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1238,1238,Arrian Curry,20279,266,0,"Houston, TX","RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1239,1239,🤲🏾☪️,35903,561,0,Monk Mode Big Foot Mode,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1240,1240,Tony Yannarelly,47633,363,0,"Woodbury, Minnesota","RT @DNewtonespn: Cam Newton and Panthers owner David Tepper now are at Bank of America Stadium, per source.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1241,1241,xL3V3Lx,5483,162,0,"Florida, USA","RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1242,1242,jcAstorian,505,3,0,,"RT @GJAEnvironment: If @the_IDB Prez is serious about aligning its lending with Paris Agreement, @BIDInvest must… https://t.co/5LhaUOVuXi","{'neg': 0.067, 'neu': 0.769, 'pos': 0.164, 'compound': 0.4404}",0.4404,POSITIVE
1243,1243,jcAstorian,505,3,0,,"RT @WetlandsActive: If @the_IDB Prez is serious about aligning its lending with Paris Agreement, @BIDInvest must… https://t.co/iLjoNwkBso","{'neg': 0.067, 'neu': 0.769, 'pos': 0.164, 'compound': 0.4404}",0.4404,POSITIVE
1244,1244,jcAstorian,505,3,0,,"RT @ThriveBmore: If @the_IDB Prez is serious about aligning its lending with Paris Agreement, @BIDInvest must… https://t.co/OQuh6EBYRM","{'neg': 0.067, 'neu': 0.769, 'pos': 0.164, 'compound': 0.4404}",0.4404,POSITIVE
1245,1245,jcAstorian,505,3,0,,"RT @FoodJusticePod: f @the_IDB Prez is serious about aligning its lending with Paris Agreement, @BIDInvest must… https://t.co/YEazvOxGiW","{'neg': 0.07, 'neu': 0.757, 'pos': 0.173, 'compound': 0.4404}",0.4404,POSITIVE
1246,1246,TAROT QUEEN 📿🔮👑,37688,3732,1,"West Columbia, SC",Right and the banks are supposed to be closed why tf Bank of America still open https://t.co/dUcFUNBSmQ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1247,1247,Duchess Lynette,36345,413,0,"Chicago, IL","I'm at Bank of America in Chicago, IL https://t.co/zYSsyVaEuV","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1248,1248,s,26692,277,0,"Charlotte, North Carolina","RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1249,1249,Paulie Kastilono,14580,682,0,St.Louis Mo,RT @BOAStadiumWx: Bank of America Stadium at sunset and it's 69.2 F. https://t.co/M81XHIisTQ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1250,1250,Tyler Cetrulo,38307,337,0,"Atlanta, GA","RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1251,1251,Jess Torres,1827,31,0,"Burlington, NC",RT @joshkleinrules: The moment when the offensive starters are announced vs. WFT will literally be one of the most incredible in the histor…,"{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.4588}",-0.4588,NEGATIVE
1252,1252,Alexandra Purple Witch 💜🖤 💉💉,1066,54,0,,"While North America and Europe guzzle away oil and use stolen minerals in their devices, millions in the global sou… https://t.co/ZVEj4TtWSw","{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.4939}",-0.4939,NEGATIVE
1253,1253,Corey Dickerson,12836,431,0,"Charlotte, NC",RT @WBTV_News: Here's a look at Bank of America Stadium in uptown Charlotte right now. https://t.co/r783JGC5OP https://t.co/vBXMwNRoin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1254,1254,Robin,15826,308,0,Pa,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1255,1255,Lady Boss,21320,620,0,"Charlotte, NC ","RT @Chandler_TV: Cam Newton is BACK. Check out the big screen inside the Bank of America Stadium right now!

#KeepPounding @WBTV_News https…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1256,1256,Austin 🥇,2330,1229,0,salute,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1257,1257,hannah erin lang,1033,954,98,"Charlotte, NC",to all my new followers who think I am actually a sports reporter for the observer... i regret to inform you i cove… https://t.co/EsCM2ymHxv,"{'neg': 0.128, 'neu': 0.872, 'pos': 0.0, 'compound': -0.4215}",-0.4215,NEGATIVE
1258,1258,myTradeSignals,33578,4349,0,"Nairobi, Cape Town, New York","RT @JoePompliano: 2) After leaving Bank of America in 2001, Matthew Benham joined sports gambling company Premier Bet.

His job was to help…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1259,1259,meech🧞‍♂️,11575,223,0,"North Carolina, USA","RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1260,1260,GJAE,463,63,1,"New York * Portland, OR * Lima","If @the_IDB Prez is serious about aligning its lending with Paris Agreement, @BIDInvest must #DivestFactoryFarming.… https://t.co/kDUqKgxYG6","{'neg': 0.07, 'neu': 0.757, 'pos': 0.173, 'compound': 0.4404}",0.4404,POSITIVE
1261,1261,tony montana,6782,134,0,The moon,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1262,1262,Star⚡Trak,28615,829,0,"North Carolina, USA",RT @WBTV_News: Here's a look at Bank of America Stadium in uptown Charlotte right now. https://t.co/r783JGC5OP https://t.co/vBXMwNRoin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1263,1263,Ralph Lloyd,82,2,0,"Missouri, USA",@BofA_Help I have been getting msgs from someone in North Carolina claiming to be the CEO. of Bank of America telli… https://t.co/rIVL5jKAWp,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1264,1264,Luca,14232,334,0,,RT @WBTV_News: Here's a look at Bank of America Stadium in uptown Charlotte right now. https://t.co/r783JGC5OP https://t.co/vBXMwNRoin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1265,1265,LilWodie,9964,147,0,,RT @WBTV_News: Here's a look at Bank of America Stadium in uptown Charlotte right now. https://t.co/r783JGC5OP https://t.co/vBXMwNRoin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1266,1266,Cam Newtson,4320,45,0,"Greensboro, NC","RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1267,1267,Emotional Support Lion,58503,944,0,,"RT @NascarPaint: Trevor Bayne - AdvoCare (Ford)

2014 Bank of America 500 (Charlotte Motor Speedway) #NASCAR https://t.co/SocneIStng","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1268,1268,Dje Houari,1572,48,0,Algérie,"RT @OilandEnergy: Bank of America is calling $120 oil as early as the first quarter of 2022, citing a potential demand surge as power provi…","{'neg': 0.061, 'neu': 0.939, 'pos': 0.0, 'compound': -0.128}",-0.128,NEGATIVE
1269,1269,amnglobal.com | Maryland,5700,116,0,United States,"RT @CBJnewsroom: Bank of America Corp. is closing seven North Carolina branches, including three in Charlotte and t… https://t.co/3JJZvmoHDu","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1270,1270,CherieAnne 🌊🌊🌊 Triple Vaxxed,194125,5429,0,"South Carolina, USA",RT @MandyMatney: After Palmetto State Bank settled with Gloria Satterfield's family today for its alleged role in the $4.3 million wrongful…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1271,1271,😈,5698,153,0,,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1272,1272,WetlandsActivismColl,291,56,1,,"If @the_IDB Prez is serious about aligning its lending with Paris Agreement, @BIDInvest must #DivestFactoryFarming.… https://t.co/iP70HmRc6J","{'neg': 0.07, 'neu': 0.757, 'pos': 0.173, 'compound': 0.4404}",0.4404,POSITIVE
1273,1273,𝓖.💎,38664,663,1,somewhere sleep as hell,@_sydieb_ Stg that’s why I closed it. First of all when I was in Toledo there was no Bank of “America”. Then I look… https://t.co/A7f8Sowyp2,"{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.296}",-0.296,NEGATIVE
1274,1274,Charlotte Business Journal,88776,39558,0,Charlotte,"Bank of America Corp. is closing seven North Carolina branches, including three in Charlotte and the surrounding re… https://t.co/t32RQ06GVa","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1275,1275,🙄,21761,401,0,"Charlotte, NC",RT @WBTV_News: Here's a look at Bank of America Stadium in uptown Charlotte right now. https://t.co/r783JGC5OP https://t.co/vBXMwNRoin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1276,1276,Donte Etheridge,207723,1762,0,chasing a check,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1277,1277,ThriveBaltimore,253,289,2,,"If @the_IDB Prez is serious about aligning its lending with Paris Agreement, @BIDInvest must #DivestFactoryFarming.… https://t.co/0iPfbQF6tR","{'neg': 0.07, 'neu': 0.757, 'pos': 0.173, 'compound': 0.4404}",0.4404,POSITIVE
1278,1278,Hovis Panther,7713,37,0,,RT @WBTV_News: Here's a look at Bank of America Stadium in uptown Charlotte right now. https://t.co/r783JGC5OP https://t.co/vBXMwNRoin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1279,1279,Young Hag,16950,29,0,Halloweentown,I do not give twitter dot com permission to advertise bank of america on my account thank you very much,"{'neg': 0.0, 'neu': 0.878, 'pos': 0.122, 'compound': 0.3612}",0.3612,POSITIVE
1280,1280,BooBoo Shoester,19955,535,0,"Charlotte, NC","RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1281,1281,Sircharlesbank$,500,18,0,,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1282,1282,Carolina Panthers,73167,12465,0,NC,RT @WBTV_News: Here's a look at Bank of America Stadium in uptown Charlotte right now. https://t.co/r783JGC5OP https://t.co/vBXMwNRoin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1283,1283,FoodandJusticePodcast,31,53,1,"Baltimore, MD","f @the_IDB Prez is serious about aligning its lending with Paris Agreement, @BIDInvest must #DivestFactoryFarming.… https://t.co/JKJhizR4iK","{'neg': 0.074, 'neu': 0.743, 'pos': 0.183, 'compound': 0.4404}",0.4404,POSITIVE
1284,1284,Hermano Almirola 🇨🇺🇺🇸🇵🇪,117805,552,0,#TeamSpeed ,"RT @NascarPaint: Trevor Bayne - AdvoCare (Ford)

2014 Bank of America 500 (Charlotte Motor Speedway) #NASCAR https://t.co/SocneIStng","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1285,1285,Barbara Kelly,183489,1361,0,Chester SC,RT @philorbanWSOC9: It’s late in the week to think Cam starts this Sunday. So imagine him returning…at Bank of America Stadium…against Ron…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1286,1286,Cam Newton Stan,6347,296,0,"Charlotte, NC","RT @Chandler_TV: Cam Newton is BACK. Check out the big screen inside the Bank of America Stadium right now!

#KeepPounding @WBTV_News https…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1287,1287,Travie Darkness,16014,138,0,Va Beach,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1288,1288,Wccftech,132867,52582,0,Global,"RT @wccftech: Lucid Group (LCID) is Heading Toward a $97 Billion Market Capitalization, as per the Latest Research Note From Bank of Americ…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1289,1289,CityBoiStudios,14736,9052,0,St. Louis Missouri,RT @BOAStadiumWx: Bank of America Stadium at sunset and it's 69.2 F. https://t.co/M81XHIisTQ,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1290,1290,Matthew Ipock,3204,180,0,Idek,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1291,1291,Gabrielle,14799,16483,0,Indianapolis,"RT @CyrusWebb: 📣 New Podcast! ""Gabrielle Flowers Rader of #GabeBabeTV and Bank of America's John Sellers discuss shopping, #financialreward…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1292,1292,Gamble On Ginter Podcast,5218,1080,0,,"RT @IMUOBlog: 👀👀 as per @jonmalexander Cam Newton is reportedly going to meet with the #Panthers 

Will, we see a return for their Prodigal…","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1293,1293,TK 🤍,189,2,0,📍North Carolina,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1294,1294,sarah ϵ( 'Θ' )϶,5934,65,0,,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1295,1295,ΔκiL | part-time Bulls fan,7288,128,0,"Michigan, USA","RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1296,1296,Da_Midget,28951,858,0,,RT @WBTV_News: Here's a look at Bank of America Stadium in uptown Charlotte right now. https://t.co/r783JGC5OP https://t.co/vBXMwNRoin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1297,1297,Tremaine Dunlap 🏁,19964,198,0,"Imperial, CA","RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1298,1298,Erik Spanberg,28417,8257,6,"Charlotte, NC","Per @TickPick, secondary prices for next @Panthers home game on Nov 21 vs @WashingtonNFL increased 49% today after… https://t.co/i1aCfoQW2W","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.2732}",0.2732,POSITIVE
1299,1299,Marquis D. Jones,1010,79,0,"Goldsboro, North Carolina","RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1300,1300,Domingo German’s Nose,4525,153,0,"Charlotte, NC","RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1301,1301,The Atlanta Cowards,1843,89,1,"Houston, TX",@Juulrippa I have a video of me trying to sing along to hide and seek and my hs ex is like throwing up outside his… https://t.co/80SHLDOzci,"{'neg': 0.065, 'neu': 0.84, 'pos': 0.095, 'compound': 0.2023}",0.2023,POSITIVE
1302,1302,JamTop1105 Panthers (🐆🏈 4-5) Hornets (🐝🏀 5-5),80440,2307,0,"NC, Fiore Kingdom","RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1303,1303,Neal,28466,1106,0,"Wingate, NC",RT @WBTV_News: Here's a look at Bank of America Stadium in uptown Charlotte right now. https://t.co/r783JGC5OP https://t.co/vBXMwNRoin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1304,1304,Miss Behavin,14848,237,0,United States,RT @MandyMatney: After Palmetto State Bank settled with Gloria Satterfield's family today for its alleged role in the $4.3 million wrongful…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1305,1305,LoveAll,1295,86,0,United States,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1306,1306,Ashton Schultz,136,20,0,"Green Bay, WI","RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1307,1307,Mohamed Salad,99315,6921,0,"Tottenham, London","RT @aGOODoutfit: #CamNewton is BACK with the @Panthers with a guarantee of $4.5 million for the year. 💰

Who can’t wait for his first outfi…","{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.25}",0.25,POSITIVE
1308,1308,Michael Blackwood,102720,1006,0,,"RT @investmish: Five no brainer stocks that I never bought and how much they gained in last 12 months:

1️⃣ Google +68%

2️⃣ Microsoft +54%…","{'neg': 0.082, 'neu': 0.821, 'pos': 0.097, 'compound': 0.1027}",0.1027,POSITIVE
1309,1309,Owen,517,5,0,"Burlington, VT","$ORGN note to self; never listen to bank of america ever again. My god, dont these people need degrees to become employees? 🔔","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2732}",0.2732,POSITIVE
1310,1310,WEEEKLY MENFESS,1204,36,0,,"$ORGN note to self; never listen to bank of america ever again. My god, dont these people need degrees to become employees? 💫","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2732}",0.2732,POSITIVE
1311,1311,Legal Nurse,2758,256,0,,RT @MandyMatney: After Palmetto State Bank settled with Gloria Satterfield's family today for its alleged role in the $4.3 million wrongful…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1312,1312,Dillon,64129,506,0,"Durham, NC","RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1313,1313,Naomi $Swift $BTC $ETH,709,127,0,,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1314,1314,Blake Palasini,10737,89,0,,RT @joshkleinrules: The moment when the offensive starters are announced vs. WFT will literally be one of the most incredible in the histor…,"{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.4588}",-0.4588,NEGATIVE
1315,1315,Man Named WiLL 🚶🏽‍♂️,1047,128,0,Upstate New York ,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1316,1316,Riley,35117,691,0,South Carolina,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1317,1317,Ida Love Nursing,2037,97,0,,RT @BOAStadiumWx: Bank of America Stadium at sunrise and it's 53.9 F. https://t.co/2nUIwebZdv,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1318,1318,TsuHsu,16491,41,0,Thailand,@RepNewhouse @PerimeterSolut1 Ask Dan about his ties to Bank of America.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1319,1319,cesareus,2423,312,0,,"RT @SJosephBurns: 10 Most Popular Stocks Owned by Congress in 2021:

Company: Total Investors
Apple Inc 79
Microsoft Corp 66
Bank of Americ…","{'neg': 0.0, 'neu': 0.877, 'pos': 0.123, 'compound': 0.4754}",0.4754,POSITIVE
1320,1320,4PF⚜️,15019,73,0,"Rio Branco, Brazil","RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1321,1321,Per Kurowski,37155,1609,0,Actually I am globalized,"@SenTedCruz Want to honor the Veterans this day? 
Then take some time out to reflect on where America, the Home of… https://t.co/sHkU3lyzsn","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.5423}",0.5423,POSITIVE
1322,1322,Triv 🙏🏼❤️,38959,1242,0,"Mooresville, NC",RT @WBTV_News: Here's a look at Bank of America Stadium in uptown Charlotte right now. https://t.co/r783JGC5OP https://t.co/vBXMwNRoin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1323,1323,jorgeorortheone,12655,1,0,,"It pays to be patient
Hillary used BlackBerry
Digital Key pads are hackable
Pornhub access your
Long ins and passow… https://t.co/N3QhPnBu5J","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1324,1324,Per Kurowski,37155,1609,0,Actually I am globalized,"@Jim_Jordan Want to honor the Veterans this day? 
Then take some time out to reflect on where America, the Home of… https://t.co/DPGA2XYkjv","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.5423}",0.5423,POSITIVE
1325,1325,LA Murphy,20777,376,0,,@rodriguez_linda I might have tweeted prematurely re Real America's Voice.  P1 might be only the distributor.  Robe… https://t.co/IXu3MWdPsi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1326,1326,Gavin Smith,2155,214,0,"Jamestown, ND",RT @WBTV_News: Here's a look at Bank of America Stadium in uptown Charlotte right now. https://t.co/r783JGC5OP https://t.co/vBXMwNRoin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1327,1327,Welcome Home Cameron Jarrell Newton!,74181,817,0,Where The Wild Things Are,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1328,1328,#NewEraPanthers,9904,470,0,,RT @WBTV_News: Here's a look at Bank of America Stadium in uptown Charlotte right now. https://t.co/r783JGC5OP https://t.co/vBXMwNRoin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1329,1329,maria mb18 ⚾️🍁,63310,1116,0,,RT @MandyMatney: After Palmetto State Bank settled with Gloria Satterfield's family today for its alleged role in the $4.3 million wrongful…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1330,1330,Miranda- #LindseyGrahamIsCorruptAF,53647,7496,0,"Mid Nowhere, South Cackalacky",RT @MandyMatney: After Palmetto State Bank settled with Gloria Satterfield's family today for its alleged role in the $4.3 million wrongful…,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1331,1331,The Girl Next Door,55005,1024,0,United States,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
1332,1332,Per Kurowski,37155,1609,0,Actually I am globalized,"@marcorubio Want to honor Veterans this day? 
Then take some time out to reflect on where America, the Home of the… https://t.co/GkwhLEywQt","{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.5423}",0.5423,POSITIVE
1333,1333,🇬🇭,13907,142,0,,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,NEUTRAL
