,User,User_statuses_count,user_followers,fav_count,User_location,Tweets
573,Finurah,196,20,0,,America’s largest Black-owned bank is taking the #BankBlack and #BuyBlack movements to new levels. OneUnited Bank d… https://t.co/KikMur5qen
574,"OTC Dynamics, Inc.",403789,7001,0,"Winnipeg, Manitoba",$HES Hess to Participate in Bank of America Securities 2021 Global Energy Conference https://t.co/CdmV2jzaNk
575,Sports Radio WFNZ,70901,15097,1,"Charlotte, North Carolina","We grade the Hacksong of the Week, @WilliePStyle &amp; @stansportsman talk about how LaMelo can get to the status simil… https://t.co/QmFZuWabhr"
576,Dulce Et Decorum Est Pro Patria Mori,257,3,1,Both nowhere and everywhere,"@4I22943II920I55 @prorexAmericae America did not need any immigrants at that point, european or not. The act was si… https://t.co/r3SkYTknQS"
577,Post-Jesuit Space Imperium,8887,484,0,Iceland,"RT @Dave_Yarema: @libsoftiktok Not a popular take in bootlicker country, but corporate America asked for this, &amp; it’s just getting started.…"
578,Jörg,290553,2662,0,Essen  - Germany,Decades-old mystery solved: Mass native was one of America’s ‘Most Wanted’ bank robbery fugitives… https://t.co/FgNlNlepQY
579,𝕸𝖎𝖌𝖍𝖙𝖞 𝕿𝖍𝖔𝖗𝖉𝖆𝖓,19744,90,0,"Arizona, USA",RT @KimberlyYeeAZ: I oppose Biden's Soviet-style bank regulator nominee. Biden wants Omarova in charge of our bank system who studied in Mo…
580,soothsayer,6594,268,0,nyc / italia,either my old classmate works at bank of america and somehow found a way to get in touch with me or the guy at bank… https://t.co/AisgbNEjBl
581,T. Little,3462,2044,0, New York City Metro Area,One of the leading indicators of the potential “millennial baby boom” is elevated sales of pregnancy tests. Sales o… https://t.co/qp0EeGxwng
582,burt suzuki,15762,263,0,Brooklyn,Live look at me about to plead self defense at the Bank of America on Wiltshire blvd https://t.co/TzmJYO99G1
583,ℍ𝕖𝕟𝕕𝕚🌻,124978,972,1,Jersey,yeah bank of america can suck my dick from the back. def closed my account with them bitches
584,coach,2516,444,0,,"@LattGotNext @ynxtwrld @dana_bank @iam_johnw2 I mean the explanation for Donald Trump is that middle class, non col… https://t.co/21bMW5k9lD"
585,Debbie #FullyVaxxed,1048718,6123,0,New Albany IN,"RT @lcatboonies: @bradheath @IslandGirlPRV Robinhood Financial LLC, Robinhood Securities LLC, Citibank and Bank of America is what jumped o…"
586,Boston 25 News,326770,343108,6,"Boston, MA",Decades-old mystery solved: Mass native was one of America’s ‘Most Wanted’ bank robbery fugitives https://t.co/lEUi1KtsOu
587,Mark Collins,111413,2254,0,"Ottawa, Ontario",RT @AviationWeek: Most respondents to a new Aviation Week/Bank of America survey say they want a new larger narrowbody or small widebody fr…
588,TheStreet,216606,810715,5,"New York, NY","NXP Semiconductors ( $NXPI ) garnered a target-price increase, from Bank of America. https://t.co/b2vHGBcH5p"
589,Acquit Kyle Rittenhouse,18963,348,0,"Arizona, USA",RT @KimberlyYeeAZ: I oppose Biden's Soviet-style bank regulator nominee. Biden wants Omarova in charge of our bank system who studied in Mo…
590,Cryptkpr,4193,130,0,,RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
591,Connor Mannion,1989,413,1,NYC/Jersey City,@johnkatsanakis They’re saving that for investor day to get the Bank of America guys really hype
592,Jack Dracula,1436,8,0,,@ScottMcGrew Is Bank of America lying or is the Biden administration lying ? Burden of proof is on you https://t.co/6Jtk9NRg1n
593,Jesús Hoyos #cx2advisory #martech #crm #cx #solvis,71445,16338,0,The Americas,"RT @Americas_MI: While credit cards were used in 56% of e-commerce purchases in Latin America in 2020, AMI projects that by 2024 their shar…"
594,MeetMeInNY,23452,673,0,"Buenos Aires, Argentina","RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
595,ETF Screener & Stock Picker,139872,272,0,Trading Strategies,"#Analyst_Color #Bank_of_America #Earnings #F #GM Lordstown Motors Drops 16% Following Q3 Earnings, But Analyst Says… https://t.co/nYhixH2fxL"
596,Americas Market Intelligence- Market Research,6101,2424,1,"Miami, FL","While credit cards were used in 56% of e-commerce purchases in Latin America in 2020, AMI projects that by 2024 the… https://t.co/QStSRrXyaX"
597,Emily Letterman,23888,673,0,"Springfield, MO, USA","The old Bank of America on East Sunshine has a sold sign! 
What will it be? What will it be??"
598,William Broom,5145,139,0,France,"RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
599,Lindsay,15483,579,4,ATL,bank of america taking over a week to send me a new debit card after it being compromised and the clerks not giving… https://t.co/VLjXHzGQbi
600,Miles to Memories,22484,15477,0,United States,$200 Upgrade Bonus for Bank of America Business Advantage Unlimited Cash Rewards Card https://t.co/ka8uMs5FgL https://t.co/Z0TOFLY0AG
601,Advisory Circular DFW,9431,421,0,"Dallas-Fort Worth, TX","N1511L, a Bell 206-B-3, is circling over Dallas at 1500 feet, speed 62 MPH, squawking 4610, 0.01 miles from Bank of… https://t.co/7SWcKDUkdo"
602,Susan APRIL Steinkoenig,18471,671,0,"San Francisco, CA",A video would be provided only by the body camera that was in the morning at AT&amp;t &amp; Bank of America 4/5/2021cuz the… https://t.co/ZLCYq8l9oQ
603,unlvgrad03,68875,102,0,"36.079155,-115.031136",RT @BoardingArea: $200 Upgrade Bonus for Bank of America Business Advantage Unlimited Cash Rewards Card https://t.co/qaN4dZ9e2A via @milest…
604,BoardingArea,238577,53169,0,,$200 Upgrade Bonus for Bank of America Business Advantage Unlimited Cash Rewards Card https://t.co/qaN4dZ9e2A via… https://t.co/t3Y1QUzBRc
605,TheStreet,216606,810715,2,"New York, NY","Bank of America double-downgraded $EYE, slashing its price target to $50.
https://t.co/xTe9DkWmuO"
606,James Bradley Fatchett CIA/NSC,13347,15,0,"SAN DIEGO, MEXICO BORDER. ","BANK OF AMERICA BOMBING CASE, POLK CASE, ALL WILL CLOSE AS ALCOHOLICS ANONYMOUS, NARCOTICS ANONYMOUS CASES (FELONS… https://t.co/7b6Y7XfkHZ"
607,notcrypto.tez | drstrange.tez ꜩ,1373,252,0,d-art.tech,"RT @tezos: According to recent data, #Tezos has the second most developer interest in the industry.

Tezos is seeing explosive growth in ad…"
608,Lamar,107182,637,0,,Bank of America Stadium better be rocking when Cam gets a TD vs WFT
609,franco,38288,1763,0,St. Louis,Bank of America really only has one location in the city open and they only have two tellers working. What the actu… https://t.co/CXlKaxO0GC
610,Rylynn Grayson,7696,3,0,,"Nicole Bloom worked with me at bank of america, Advanta. Everyone knew Nicole was married to Steven and has kid wit… https://t.co/usmOvNU4vX"
611,Daryn,1582,11,0,"British Columbia, Canada",RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
612,Candice,340608,4178,0,,Love El Salvador 🇸🇻 Love Bitcoin and XRP and Bank of America  Please tell me what is wrong with them again?
613,Pete,2585,133,0,Wessside!,Line out the door with only 2 tellers. (@ Bank of America Financial Center) on #Yelp https://t.co/5UH1jqa2Iz
614,🌊🙏🏾🌍Botocks🦀Bollucks RIP George Floyd,58707,5540,1,"wtpForever, Maryland","Bank of America is BOA, M&amp;T is MTB… does that mean that Wells Fargo is WTF? https://t.co/roG7QY8cR4"
615,MoneyShow,20386,18671,0,"Sarasota, FL","In Our Opinion, Bank of America (Bac) Is the Best-Run U.S. National Bank, and It’s the Only U.S. Bank Stock That We… https://t.co/eXBCinarTu"
616,Per Kurowski,37155,1608,1,Actually I am globalized,"@IndependentInst The Federal Reserve’s risk weighted bank capital requirements imply that the King’s bureaucrats, k… https://t.co/EdBZBTWbDg"
617,Apex Inspections Inc,705,161,0,"Farmers Branch, TX",RT @AviationWeek: Most respondents to a new Aviation Week/Bank of America survey say they want a new larger narrowbody or small widebody fr…
618,Trish Uhl 🖖🌎 #ESG #Sustainability,48197,6759,0,👩🏻‍💼She/Her ⚡️METAVERSE,@ThomasBurkhartB @BrianRoemmele Which research report do you want on how #bitcoin works and forecasts for its growt… https://t.co/OPLQxrImBU
619,ChefShar,69697,415,0,Canada,RT @WarrenDavidson: This is who Joe Biden wants to lead American bank regulation. She has previously spoken of ending banks by transferring…
620,Energy,41260,9,0,North Carolina,Bank of America - Credit Card Rewards
621,Jon,5763,36,1,,"BANK OF AMERICA BODIS NEW JERSEY HI ANNE B...
https://t.co/seI18kQGMt"
622,ACAAI,7473,11339,0,"Arlington Heights, IL","Registered Wealth Management Client Associate - Bank of America - Farmington Hills, MI https://t.co/XLuanYINYV"
623,Rahulshukl,56241,504,0,"Maharashtra, India","RT @PiyushGoyal: Delivered the keynote address at Bank of America's flagship virtual conference.

Highlighted need for trustworthy &amp; resili…"
624,🇮🇳Mukesh Kumar Soni🇮🇳,23273,155,0,India,"sir Bank of America
das Ji +2376790333408 +237651478427 James Ji +26776771955 Kenny +256787326902 Nto gold 
+254732… https://t.co/MtV9Qu1Bd4"
625,💙🖤🏉Shayna Rendenna🏉💙🖤,5049,256,0,"North Carolina, USA",RT @WBTV_News: Here's a look at Bank of America Stadium in uptown Charlotte right now. https://t.co/r783JGC5OP https://t.co/vBXMwNRoin
626,CASSANDRA RONA JAMESON;QUEEN OF ENGLAND & (GREECE),8488,102,0,ROYAL LONDON` ROYAL MONACO,"markle and harry are stil lpoor 

she has had her fill of my wardrobe bine taken off her .. i can not forsee from f… https://t.co/anxkb51X4M"
627,Mike,7098,122,0,"El Monte, CA",Bank of America really ain’t giving me my money wtf 😡
628,Latest News from Business Wire,294835,2121,0,,Hess to Participate in Bank of America Securities 2021 Global Energy Conference https://t.co/4LRDjMxBeI https://t.co/8WuUFo5DY8
629,Alex Savage,32540,472,0,,Bank of America aint for big dollars. They freeze your account if there’s too much activity. BITCH I MOVE MONEY
630,STCK.PRO,420125,3953,0,,$HES NEW ARTICLE : Hess to Participate in Bank of America Securities 2021 Global Energy Conference… https://t.co/Z3Rv2Pt3KX
631,Ted Abram,54761,16423,0,"Klamath Falls, Oregon",RT @WarrenDavidson: This is who Joe Biden wants to lead American bank regulation. She has previously spoken of ending banks by transferring…
632,Flash Alert,855827,3283,0,"New York, USA","$HES [15s. delayed]: Issued Press Release on November 12, 13:12:00: Hess to Participate in Bank of America Securiti… https://t.co/chUVIa7BXQ"
633,IrelandFundsAmerica,7186,12255,0,,The Ireland Funds is delighted to honor US Secretary of Labor Martin J. Walsh with The Ireland Funds 2021 Distingui… https://t.co/wn0oJbOZ9v
634,Investor News,902500,19750,0,"New York, NY",Hess to Participate in Bank of America Securities 2021 Global Energy Conference $HES https://t.co/KI5e8a8faq
635,Longhair,1081,18,0,"Chicago, IL",@CathFlowers @BankofAmerica Are you kidding me? Bank of America? Next time give a speech to someone else who doesn’… https://t.co/LV5laDMtrr
636,The Ireland Funds,3420,6529,10,Ireland (RCN: 20028138) ,The Ireland Funds is delighted to honor US Secretary of Labor Martin J. Walsh with The Ireland Funds 2021 Distingui… https://t.co/Hj2lWzbdPt
637,Stock News Bot,121437,310,0,,"$HES Hess to Participate in Bank of America Securities 2021 Global Energy Conference
https://t.co/QTUsF4Af6x"
638,Quantisnow,282628,461,0,,"$HES 📰 Hess to Participate in Bank of America Securities 2021 Global Energy Conference

https://t.co/6mvgGDlvRW

45 seconds delayed."
639,Stock Titan,187022,5862,0,,"$HES Hess to Participate in Bank of America Securities 2021 Global Energy Conference
https://t.co/wpBM0Cniyg"
640,Bank of America Help,903252,126939,0,https://bit.ly/2U2HFX9,"@Gaylebal42 Hi Gayle, we noticed your post and wanted to reach out. If you happen to have any questions related to… https://t.co/JrCZICgeb1"
641,JA of North Florida,4833,830,1,"Jacksonville, FL",Bank of America Inter-Generational Employee Network (IGEN) are bringing JA's financial literacy programs to… https://t.co/KV7O2kViV0
642,BIG TOOTH STEPPA,23796,2697,2,"Maryland, USA",@UncleSauce2 @Daniiii86 Yea i had to call Bank of America and confirm it was me. I be invested
643,News Talk 1110 & 99.3 WBT,57054,10529,0,Charlotte,RT @bigjohnradio: .@wbtradio Charlotte's Most Beloved @HeyHancock joins @BoThompsonWBT to talk about @CameronNewton rejoining the @Panthers…
644,John Moore,10735,804,2,"Charlotte, NC",.@wbtradio Charlotte's Most Beloved @HeyHancock joins @BoThompsonWBT to talk about @CameronNewton rejoining the… https://t.co/zuCO9hKP1C
645,Scott Hamilton,14550,5849,0,Seattle,RT @AviationWeek: Most respondents to a new Aviation Week/Bank of America survey say they want a new larger narrowbody or small widebody fr…
646,Sprayed Paint Graffiti Art Collection,998,409,0,Saint Louis,"The Supersized States of America&gt; Rare Giclee Limited Print by Ron English
https://t.co/T2Pakcz3g7

#Santa #Christ… https://t.co/tTDdcVdEwW"
647,JOY DEEP DHAR 🇮🇳,68201,271,0,"Agartala, India","RT @PiyushGoyal: Delivered the keynote address at Bank of America's flagship virtual conference.

Highlighted need for trustworthy &amp; resili…"
648,Aviation Week,23610,232968,13,,Most respondents to a new Aviation Week/Bank of America survey say they want a new larger narrowbody or small wideb… https://t.co/Mk6wIX3Qyx
649,Sandy,3320,13,0,,"RT @PiyushGoyal: Delivered the keynote address at Bank of America's flagship virtual conference.

Highlighted need for trustworthy &amp; resili…"
650,aria 🏹,35555,612,0,"mortal, peril",newt getting that bank of america bag love that for him
651,Quant,1879,120,0,South of Houston Street,@income_america @mwalno @RetirementRisks @FiSurgi @GregIacurci @CNBC @christine_benz @MorningstarInc… https://t.co/WSsmQ8pUWz
652,Chita Chiquitita 💃🏻,109582,1074,0,,Somebody try open a credit card in my name 😒 Bank of America at that….
653,just so you know,27624,84,0,United States,@MarshaBlackburn This is what Republicans like America to look like!  They love to give your tax dollars to the wea… https://t.co/xNVTDz2Q6o
654,Awe Onisokuso™ CAC-OFR,232795,19790,0,Hidden for security reasons 😉,"RT @muyiwa85939471: @sarnchos @olusogaowoeye Inevitable.
My Egbon who was  a Banker’Bank told me if Biden hadn’t done what he did ( in term…"
655,Bryse Webb,9544,340,1,"Charlotte, NC",@ASVP__RUSS Bro…. I would kill to be in Bank of America stadium when they do his player introduction his first game back.
656,salmaa🎃👻🕸,55530,363,0,,bank of america sucks dick no one go to them
657,John Doe #FreePress,2434,198,1,Toronto,"@bryanmachk @nikiashton It takes only a moment to google these things.
The Global South is an emerging term used by… https://t.co/fguxxkpMmb"
658,City National Bank Careers,53,427,0,CA | NY | NV | TN | GA | MN | D.C.,We take personal ownership for achieving the bank’s mission of becoming the most recommended financial provider in… https://t.co/pBBEwTkKCb
659,Pisces Princess 🦋,376588,2392,0,Miami✈️atl,I’m pissed my check still didn’t hit yet Bank of America pissing me off
660,YHumaidan,3474,220,0,Bahrain,"RT @OilandEnergy: Bank of America is calling $120 oil as early as the first quarter of 2022, citing a potential demand surge as power provi…"
661,C4H☆,857,130,0,,RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
662,Oz Trooper,10024,256,0,"Australia, Brisbane Queensland","RT @sQuishChick_Oz: 👀. From Aussies Push Back Lawfully
Members of the Business Council of Australia include such Aussie battlers as: 

😂 Ro…"
663,Mikal F. Jenkins,77791,1018,0,"New Jersey, USA",RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
664,Denver Biz Journal,119705,99404,1,"Denver, Colorado",The head of the banking giant's Colorado operations has focused on diversity and boosting minority-owned businesses… https://t.co/flXNtAtF6B
665,It’scoopsXRP,6704,1787,4,,@PbuzzXr It’s Bank of America after he leaked the partnership 😅
666,muyiwa,35587,762,9,Nigera/America,"@sarnchos @olusogaowoeye Inevitable.
My Egbon who was  a Banker’Bank told me if Biden hadn’t done what he did ( in… https://t.co/rKwz4T8PsV"
667,America's Essential Hospitals,15384,7637,0,"Washington, DC","Removing unconscious bias from the hiring process should be a priority for all organizations, regardless of industr… https://t.co/w2xNU8yjfd"
668,Rk Gautam,29508,582,0,,"RT @PiyushGoyal: Delivered the keynote address at Bank of America's flagship virtual conference.

Highlighted need for trustworthy &amp; resili…"
669,John Biggs,456,38067,0,"Brooklyn, NY","RT @BankBetterGuy: Bank of America closing a branch in Gallup, NM in the heart of the Navajo Nation.

Did you know that there are 18,000 ho…"
670,𝐓𝐡𝐞 𝐍𝐨𝐭𝐨𝐫𝐢𝐨𝐮𝐬 𝐁𝐚𝐧𝐤𝐞𝐫 James Baca,62090,3166,6,"Las Cruces, NM","Bank of America closing a branch in Gallup, NM in the heart of the Navajo Nation.

Did you know that there are 18,0… https://t.co/7ikDpEiNO8"
671,Rajiv Chaubey (Get your jab),19021,652,0,station road ranchi jharkhand ,"RT @PiyushGoyal: Delivered the keynote address at Bank of America's flagship virtual conference.

Highlighted need for trustworthy &amp; resili…"
672,Lance DeGroot,1221,734,6,"Los Angeles, CA",$LCID the infrastructure bill gets signed on Monday and this is red? With a $60 Bank of America price target? https://t.co/sjDN71OGwv
673,Everyone has something to learn from somebody.,158667,1675,0,,RT @PIB_India: Global Supply chains should not only be based only on cost but also on trust. Trade must grow in a mutually beneficial and c…
674,XRPoint,31337,957,0,"Amsterdam, Nederland",RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
675,jesus⸆⸉ 🧣,7884,1275,0,Cornelia St.,@illicitscaars wish i had capital one but i have bank of america 😭😭
676,ᗰᗩᖇI ᒪᑌ〽️,12908,525,0,Manhattanland,"RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
677,the kinte space,26039,478,0,Los Angeles,"Bank of America using three intelligence firms to attack WikiLeaks

Computerworld covers a range of technology topi… https://t.co/e56KFNOx4L"
678,Cody,176,24,0,,RT @joshkleinrules: The moment when the offensive starters are announced vs. WFT will literally be one of the most incredible in the histor…
679,David Newton,68963,40206,6,"Charlotte, N.C.",Cam Newton and the other Panthers QBs head inside once the media arrive. @ Bank of America Stadium https://t.co/NFrOrfK9Xa
680,Starkian Hypothesis,37424,1320,0,,RT @UrbanizeLA: Proposed high-rise would sit at the corner of 4th and Hope Streets https://t.co/1Lkbqxpt4e
681,Luchian Alin,92,0,0,,Print Bank of America Checks from Home for Free https://t.co/5bDZWxQokG via @YouTube
682,Teresa MASIA PERALES,394326,710,0,"Eaubonne, 95, France",Bank of America halting business with makers of military-style guns for civilian use https://t.co/OQ9Almc5Zf via @usatoday
683,Bank of America Help,903252,126939,0,https://bit.ly/2U2HFX9,@gaylebalbach1 Hello. How may we help you? Do you have a question on your Bank of America account? Click the link t… https://t.co/y73NiZDNKI
684,Losdamost,805,13,0,,"RT @Chandler_TV: Cam Newton is BACK. Check out the big screen inside the Bank of America Stadium right now!

#KeepPounding @WBTV_News https…"
685,jcarrington,17154,895,0,United States,"How rich is Elon Musk?

He's so rich that at $281.6 billion he would rank 3rd in total market capitalization in the… https://t.co/V3OkM4DvhZ"
686,Richard Huitema,317,23,0,,RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
687,Mason Nation ™,76772,1116,1,757,Hold up why I’m going to Bank of America https://t.co/SfKdROCJyT
688,John G Laskey,3126,523,0,"Maine, USA","RT @USMarshalsHQ: One of America’s Most Wanted Fugitives Identified After 52 Years. Mystery solved of Ted Conrad, who pulled off one of the…"
689,ArmyVetBR1,1440,4,0,,"Privacy in America. 
If the IRS being involved in your daily bank transactions don't scare you, this INVASION OF Pr… https://t.co/NaiGCnaXNn"
690,Allwork.Space,24147,11125,1,Global,. @BankofAmerica became the first major financial services firm to launch #virtualreality training for its employee… https://t.co/T98BVozg0k
691,India Education Diary,70228,924,0,New Delhi,Piyush Goyal delivers the “Keynote Address at Bank of America’s flagship Virtual Conference on the topic “Shifting… https://t.co/eYN583GxQm
692,𝐀.𝐌 🦫,78474,944,0,France,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz"
693,Johnny LaVigne,1306,275,0,"Lake Forest, CA","RT @askwarrenbuffet: $CFGX interest to increase following Bank of America $BAC acquisition of significant stake, announcement pending
https…"
694,☹ espresso patronum ☹,11974,351,1,"San Jose, CA",I’m about to square up with Bank of America i swear
695,43 23 1FAN 🏎,10137,66,0,,"RT @NascarPaint: Trevor Bayne - AdvoCare (Ford)

2014 Bank of America 500 (Charlotte Motor Speedway) #NASCAR https://t.co/SocneIStng"
696,Jake & His Mom,1584,1946,0,Pennsylvania,"RT @USMarshalsHQ: One of America’s Most Wanted Fugitives Identified After 52 Years. Mystery solved of Ted Conrad, who pulled off one of the…"
697,अनिल डागर,105766,2656,0,"New Delhi, India","RT @PiyushGoyal: Delivered the keynote address at Bank of America's flagship virtual conference.

Highlighted need for trustworthy &amp; resili…"
698,Colorado Mining Assn,1861,1772,0,"Denver, CO",Miners could need to double CAPEX to meet decarbonization goals by 2050 – Bank of America https://t.co/N35EvRV7eQ
699,Thilak VR,16688,32,0,"Pondicherry, India","RT @PiyushGoyal: Delivered the keynote address at Bank of America's flagship virtual conference.

Highlighted need for trustworthy &amp; resili…"
700,Me 🇺🇸 🇵🇹 🌵 🌿 🕳,62117,825,0,"Los Angeles, California",RT @KimberlyYeeAZ: I oppose Biden's Soviet-style bank regulator nominee. Biden wants Omarova in charge of our bank system who studied in Mo…
701,DigitalJaybrrrr,135952,4603,0,"Seattle, WA (S.E. King County)",RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
702,President Little,257841,3906,0,,"RT @WBTV_News: 'CHRISTMAS CAME EARLY!' With the return of Cam Newton to the Carolina Panthers, fans quickly made their way to Bank of Ameri…"
703,BLACK AF 🦋,119688,1126,1,"Rockwell, Out West",@BammDowopMOBB Bank of America
704,Sailor Sxd Bxtch,198,18,0,"Los Angeles, CA",Woke up to 5 missed call from B… bank of america that i owe money :(
705,G-Sports|Grow870,190399,560,0,Arkansas,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz"
706,Kelsey Hedspeth Brewer,22153,587,0,"Charlotte, NC ","RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz"
707,Walter Pittaluga,543,114,0,,"RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
708,Denise Eskildson,94139,512,0,Arizona,"RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
709,#Energy_Kingdom | مملكة_الطاقة#,46411,14651,0,"Riyadh, Kingdom of Saudi Arabi","RT @OilandEnergy: Bank of America is calling $120 oil as early as the first quarter of 2022, citing a potential demand surge as power provi…"
710,Chase T Thomas,115,6,0,,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz"
711,Antony,370,31,0,New York,"@BofA_Business Farfetch stock surges as Bank of America praises Richemont deal

NEXT"
712,Four Sport,7820,32,0,,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz"
713,Emma,52799,7258,6,Jamaica,Bank of America is very ghetto.
714,Syed | First Step Finances,15161,20887,0,Take the First Step 👉,@rinkydoofinance This one time I somehow forgot to pay a Bank of America credit card. I had interest on it for 2 mo… https://t.co/EfiObUR4bQ
715,Mary,4151,30,0,,"RT @GaryHershorn: The Empire State Building, One Vanderbilt, Bank of America Bldg and One World Trade Center all light up in red, white and…"
716,bill.hong,104,12,0,,"RT @tezos: According to recent data, #Tezos has the second most developer interest in the industry.

Tezos is seeing explosive growth in ad…"
717,Margaret Michele Waldman Savage,5341,0,0,"Manhattan, NY",There were some other things going on something about a babysitter and  some drama being reported out of that low i… https://t.co/SYcYoAN4EW
718,The Atlanta Voice,30968,5142,1,"Atlanta, GA","Bank of America has named Al McRae as president of Bank of America Atlanta. McRae succeeds Wendy Stewart, who was r… https://t.co/AU5sGx1KIf"
719,Jeri Torrance,1692,46,0,,"RT @USMarshalsHQ: One of America’s Most Wanted Fugitives Identified After 52 Years. Mystery solved of Ted Conrad, who pulled off one of the…"
720,Voni,5493,451,0,"North, South,  East and West","RT @USMarshalsHQ: One of America’s Most Wanted Fugitives Identified After 52 Years. Mystery solved of Ted Conrad, who pulled off one of the…"
721,Antony,370,31,0,New York,"@BofA_News @Proterra_Inc I'M TACKING LEGAL ACTION AGAINST BANK OF AMERICA AND THE GOVERNMENT IS PAYING. ALSO, PAPAL… https://t.co/lby7yrt8Cl"
722,$hay ♡,8827,1162,0,paradise,RT @oCoLoRsss: Bank of America has to be the worst bank
723,Gwendolyn B. Weathersby,376,1,0,"Chicago, IL","One more time, I am at Citibank,  Chase &amp; Bank of America as President Biden requested. Arrest John Hannah, Dwight… https://t.co/mKAaOUoqyh"
724,BlackCentaur,1308475,1237,0,,Farfetch stock surges as Bank of America praises Richemont deal https://t.co/sL5FEz9tzk via SeekingAlpha #news #SeekingAlpha
725,Crockett,21280,99,0,On the Scarab,"RT @USMarshalsHQ: One of America’s Most Wanted Fugitives Identified After 52 Years. Mystery solved of Ted Conrad, who pulled off one of the…"
726,Cheryl Watkins,34062,90,0,,"RT @USMarshalsHQ: One of America’s Most Wanted Fugitives Identified After 52 Years. Mystery solved of Ted Conrad, who pulled off one of the…"
727,KLW World News,17903,738,0,Global,"RT @USMarshalsHQ: One of America’s Most Wanted Fugitives Identified After 52 Years. Mystery solved of Ted Conrad, who pulled off one of the…"
728,Mel_Storni,497148,915,0, USA  ,"RT @USMarshalsHQ: One of America’s Most Wanted Fugitives Identified After 52 Years. Mystery solved of Ted Conrad, who pulled off one of the…"
729,LoopyCam,27811,1665,0,GCO,RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
730,Turgut Guliyev,95429,293,0,,"RT @USMarshalsHQ: One of America’s Most Wanted Fugitives Identified After 52 Years. Mystery solved of Ted Conrad, who pulled off one of the…"
731,राव हरेन्द्र सिंह जाट,7652,799,0,India,"RT @PiyushGoyal: Delivered the keynote address at Bank of America's flagship virtual conference.

Highlighted need for trustworthy &amp; resili…"
732,Carla Mozée,5788,5165,0,,"As #Thanksgiving approaches, price of a 15-pound turkey has climbed 25% from a year ago (chart from Bank of America… https://t.co/dMzkUiFper"
733,Flying War Hobbit,3424,862,0,"Margaritaville, USA","RT @USMarshalsHQ: One of America’s Most Wanted Fugitives Identified After 52 Years. Mystery solved of Ted Conrad, who pulled off one of the…"
734,Thomas D’Artagnan,4654,106,0,Jersey Boy / Texan,"RT @USMarshalsHQ: One of America’s Most Wanted Fugitives Identified After 52 Years. Mystery solved of Ted Conrad, who pulled off one of the…"
735,Bank of America Help,903252,126939,1,https://bit.ly/2U2HFX9,"@RKratter Hi Ross, we noticed your post and wanted to reach out. If you happen to have any questions related to a B… https://t.co/tdr6AwSUto"
736,Caleb Cunningham🗣,21475,120,0,,"RT @USMarshalsHQ: One of America’s Most Wanted Fugitives Identified After 52 Years. Mystery solved of Ted Conrad, who pulled off one of the…"
737,STCK.PRO,420125,3953,0,,$FTCH NEW ARTICLE : Farfetch stock surges as Bank of America praises Richemont deal https://t.co/INeAi5rJxd Get all… https://t.co/XPAIcDCYzR
738,JeBron Lames,36689,673,0,,"RT @WillKunkelFOX: Bank of America Stadium says it all

HE'S BACK!!

🙌🙌🙌 https://t.co/visPwS6zSz"
739,U.S. Marshals,4924,104901,148,"Washington, DC","One of America’s Most Wanted Fugitives Identified After 52 Years. Mystery solved of Ted Conrad, who pulled off one… https://t.co/IXO00v720h"
740,Pranab Kumar Chakraborty,13421,433,0,,"RT @PiyushGoyal: Delivered the keynote address at Bank of America's flagship virtual conference.

Highlighted need for trustworthy &amp; resili…"
741,Prashant k Gosavi🗨️,121596,4518,0,"Nashik, India","RT @PiyushGoyal: Delivered the keynote address at Bank of America's flagship virtual conference.

Highlighted need for trustworthy &amp; resili…"
742,Lloyd Howell,1283,30,0,,RT @X__Anderson: I bet Bank of America really wants the Ripple lawsuit to be over.
